prob,height,length,size,area,label
1.5888318216639163e-08,331,440,32770,145640,1
5.3219533668880104e-08,690,303,76379,209070,1
7.975721018738113e-06,557,440,66008,245080,1
5.615795384272815e-09,559,690,79082,385710,1
3.815795679429357e-08,591,591,93591,349281,1
4.1947143358811445e-07,368,640,19941,235520,1
1.0,160,160,14087,25600,0
7.26955846630517e-08,1334,750,159753,1000500,1
4.329756120569073e-05,167,350,3418964,58450,1
2.233819213870447e-05,235,392,17587,92120,1
2.120706214803203e-11,690,690,72203,476100,1
1.0,639,360,31002,230040,0
8.434828373538039e-07,1449,2048,534606,2967552,1
6.032336139801106e-15,959,1439,216424,1380001,1
7.647649885745e-20,960,1280,401209,1228800,1
2.299181687703822e-06,360,640,7562,230400,1
5.777195838163607e-06,600,400,28487,240000,1
2.477172529324889e-07,114,114,8463,12996,1
0.9999994039535522,864,640,48922,552960,0
1.0,1106,690,203579,763140,0
3.320602263556793e-05,1228,690,72888,847320,1
0.9999997615814209,1136,640,79367,727040,0
3.986215357798528e-09,3024,4032,6953879,12192768,1
1.0,180,180,7858,32400,0
1.0,360,360,22732,129600,0
2.166215438137442e-07,456,640,35439,291840,1
1.5063938985093728e-09,461,850,62905,391850,1
5.830065163275888e-13,600,800,124691,480000,1
0.9999998807907104,186,330,1994155,61380,0
1.9293448616508613e-08,600,600,58287,360000,1
1.0,480,360,22580,172800,0
4.386745252649599e-16,480,640,41066,307200,1
1.7204645700985566e-05,75,100,1920,7500,1
3.184188130944676e-07,387,580,71164,224460,1
1.3243584594052008e-14,600,800,124086,480000,1
0.9999997615814209,800,450,46820,360000,0
4.0474592573097435e-17,960,1280,204439,1228800,1
1.599264123908206e-11,493,500,40190,246500,1
1.0,639,360,28696,230040,0
0.9999998807907104,1083,360,50558,389880,0
1.4552696883923105e-14,500,720,83646,360000,1
1.0,180,180,9846,32400,0
1.416073092119774e-10,689,500,145052,344500,1
1.0,540,360,23349,194400,0
0.9999994039535522,269,461,23913,124009,0
2.9556283607234946e-06,480,480,22001,230400,1
1.0,180,180,16493,32400,0
7.971449021704213e-12,261,206,643969,53766,1
1.0,270,360,11701,97200,0
1.0,270,360,28934,97200,0
0.9999268054962158,794,360,55612,285840,0
1.3291407037485659e-11,567,440,63459,249480,1
1.0,480,360,24208,172800,0
1.4434841943966603e-07,801,500,115499,400500,1
3.707843382341602e-17,400,720,44344,288000,1
6.972290123030689e-08,375,500,21767,187500,1
0.9999977350234985,800,595,129832,476000,0
1.0114693804741393e-11,1230,690,195017,848700,1
3.688829755841899e-15,500,500,142304,250000,1
4.409967857554875e-07,336,597,48687,200592,1
1.634951374285265e-08,280,496,58932,138880,1
5.553961804349861e-12,1707,960,541407,1638720,1
4.880350568114977e-10,2836,640,350516,1815040,1
1.0,413,550,40806,227150,0
0.9999823570251465,479,640,79681,306560,0
1.1067826562793925e-05,1079,719,59765,775801,1
2.2128125883296573e-14,1280,720,122410,921600,1
1.1506361907659658e-17,1108,1080,274493,1196640,1
0.001213465933687985,31,500,1964,15500,1
0.9999819993972778,475,360,21593,171000,0
1.2211219015123564e-11,945,630,57365,595350,1
6.988146594721911e-08,562,1000,48060,562000,1
1.0,360,360,26025,129600,0
1.0,160,160,13244,25600,0
1.0,480,360,26089,172800,0
7.741202352917753e-06,473,630,56920,297990,1
2.2247632620315437e-18,577,640,92220,369280,1
5.803230244711289e-16,341,546,69831,186186,1
6.41330757389369e-08,890,634,57692,564260,1
1.1445491364565907e-13,690,690,97961,476100,1
9.619925549486652e-06,82,82,4465,6724,1
1.0,613,382,46733,234166,0
1.0,480,360,24072,172800,0
0.9981064796447754,200,200,11280,40000,0
1.6841608606299983e-14,522,600,245606,313200,1
1.2493231817990724e-13,746,666,98344,496836,1
3.7658464129182445e-13,920,690,185259,634800,1
1.3572179157965475e-19,4032,3024,1962653,12192768,1
1.0,468,360,30899,168480,0
1.6898073340598785e-07,400,1000,61910,400000,1
1.0,270,354,15575,95580,0
1.0,480,360,23571,172800,0
1.0,480,360,18125,172800,0
5.1729025472013745e-06,440,440,23481,193600,1
0.9999996423721313,330,440,49314,145200,0
1.4012382365535814e-08,225,400,660181,90000,1
1.1828612514364067e-05,300,300,103200,90000,1
0.9999994039535522,960,540,73525,518400,0
3.6498539657259244e-07,366,549,73298,200934,1
1.0,270,379,14730,102330,0
1.0,270,376,32125,101520,0
6.940191151806607e-13,447,427,38217,190869,1
2.895492343668593e-07,1000,750,227929,750000,1
1.0,480,360,26528,172800,0
0.9999545812606812,270,387,24368,104490,0
1.0,518,690,107433,357420,0
2.4646996621413564e-07,1334,750,94968,1000500,1
3.8196609285936054e-20,481,641,50117,308321,1
2.39909613984797e-14,1334,750,431840,1000500,1
3.75058708049214e-12,312,812,60217,253344,1
1.632875014671506e-13,164,247,9707,40508,1
1.0,639,360,21214,230040,0
6.399799001356946e-29,1440,1920,316865,2764800,1
6.035024924244681e-09,624,500,162068,312000,1
0.9999974966049194,540,360,5065,194400,0
4.775269624168743e-10,5462,690,1442435,3768780,1
1.0,180,180,29713,32400,0
1.0,180,180,10864,32400,0
2.4814269694138633e-20,415,600,63481,249000,1
1.0,270,297,19527,80190,0
1.4246990834797767e-14,460,690,158056,317400,1
2.52633081121445e-10,724,540,63072,390960,1
0.9927323460578918,112,373,10052,41776,0
1.4708551043796092e-10,388,690,96403,267720,1
0.9999998807907104,800,450,65601,360000,0
2.2200574711916943e-11,2160,1080,456477,2332800,1
1.0,160,160,8731,25600,0
1.0,758,360,61004,272880,0
0.007832602597773075,397,641,93735,254477,1
2.1313069282768993e-06,154,590,27379,90860,1
0.9999998807907104,885,690,129864,610650,0
3.0868850444676355e-06,300,600,22523,180000,1
0.9871067404747009,342,600,83584,205200,0
1.0,535,360,26738,192600,0
1.892211864626403e-12,1334,750,100212,1000500,1
2.7939578851609863e-28,1500,1500,930837,2250000,1
9.454002913855675e-09,800,800,87861,640000,1
5.201387764941501e-08,661,452,56836,298772,1
4.942468101454267e-10,690,690,265644,476100,1
1.0,160,160,13947,25600,0
3.1731846317217816e-11,487,690,155250,336030,1
2.508390934963245e-07,1494,690,306557,1030860,1
7.971449021704213e-12,261,206,643969,53766,1
1.4939586234774538e-09,781,750,70472,585750,1
1.0585219570202753e-05,196,304,4153802,59584,1
1.0,360,360,24066,129600,0
1.0,481,360,26849,173160,0
5.17642005648522e-11,4032,3024,1493999,12192768,1
8.023399155369172e-17,1280,960,189790,1228800,1
3.314003192418473e-14,600,800,123958,480000,1
0.9999982118606567,751,640,83738,480640,0
8.251601411888056e-18,960,1441,226457,1383360,1
1.7258597844035592e-14,640,853,86815,545920,1
4.3886379330615455e-07,260,393,28176,102180,1
1.7054486306733452e-05,248,383,209261,94984,1
3.0290287828969517e-15,1080,1440,602091,1555200,1
1.9637199852318155e-12,1706,960,406065,1637760,1
2.547580419190454e-12,1104,1128,151948,1245312,1
0.9999998807907104,426,600,39604,255600,0
1.5319498870413478e-13,965,960,165850,926400,1
1.4518502213059696e-19,2114,1500,1258707,3171000,1
2.3892803967945353e-12,960,960,34678,921600,1
1.0,639,360,42103,230040,0
5.9148571457390275e-12,646,507,136872,327522,1
5.81494271137406e-12,217,640,48643,138880,1
1.0,403,323,23189,130169,0
1.0,296,220,12864,65120,0
1.0,160,160,12017,25600,0
7.224294079621885e-11,215,419,931561,90085,1
5.733373574078743e-14,539,420,73822,226380,1
6.935788121609221e-08,350,195,1182148,68250,1
3.850727292586953e-09,376,550,45276,206800,1
4.4172971487219104e-13,360,640,15692,230400,1
0.9999994039535522,720,504,60832,362880,0
2.727039998262626e-07,800,600,76039,480000,1
1.0,360,360,21349,129600,0
2.496100748317076e-08,330,580,172749,191400,1
0.9999274015426636,293,440,33369,128920,0
1.0,920,690,68998,634800,0
1.0,462,360,21330,166320,0
5.508968699273042e-18,1365,2048,300513,2795520,1
1.0,160,160,11839,25600,0
3.356988505129029e-15,575,863,172406,496225,1
4.025898017734342e-11,1227,690,170684,846630,1
7.583619062584424e-13,1729,2048,2120952,3540992,1
0.9907406568527222,407,600,61560,244200,0
4.569265799059252e-10,400,300,51927,120000,1
2.188411372117116e-06,193,626,41413,120818,1
0.9999973773956299,408,646,34271,263568,0
9.710771954347247e-14,533,800,123253,426400,1
2.1156866381928412e-20,500,500,100844,250000,1
1.0,440,360,23000,158400,0
1.0153644543443311e-22,1451,2048,320263,2971648,1
2.7364308152755257e-08,200,280,18780,56000,1
2.0381740739594534e-09,221,640,48123,141440,1
7.65638540415205e-18,293,440,37084,128920,1
3.5794885206996696e-06,460,690,101795,317400,1
0.9999992847442627,270,286,12066,77220,0
3.2776276839285856e-06,378,499,53923,188622,1
1.0,1227,690,43848,846630,0
1.0,160,160,13977,25600,0
1.0,960,540,86781,518400,0
1.0,160,160,10851,25600,0
1.0,270,307,11543,82890,0
1.9130192985272743e-09,919,690,121952,634110,1
1.7902258451704678e-12,1877,960,355701,1801920,1
4.754709790627508e-22,1517,2275,276999,3451175,1
1.0,480,360,14140,172800,0
1.7078471969966813e-09,365,781,44232,285065,1
0.9999872446060181,1228,690,124749,847320,0
0.9990991353988647,873,640,61319,558720,0
5.73638306625847e-17,596,896,284113,534016,1
1.0844691030603704e-12,360,640,49755,230400,1
4.103780384778066e-27,128,164,8338,20992,1
0.0001033754160744138,450,600,1168601,270000,1
7.830481818515977e-10,768,538,48917,413184,1
4.6227832672940394e-10,591,591,68555,349281,1
8.23366099211853e-06,360,640,31477,230400,1
2.060598262687563e-06,1281,720,106728,922320,1
1.0,270,387,37426,104490,0
3.8265510760027155e-09,960,960,393108,921600,1
0.00021539215231314301,1173,797,1043850,934881,1
1.1526845745127778e-15,1080,1440,174854,1555200,1
1.0,639,360,27817,230040,0
1.6830462977857458e-18,261,373,891111,97353,1
2.023428091746382e-09,500,311,26372,155500,1
4.448574687332223e-16,559,690,138875,385710,1
1.0,800,450,51427,360000,0
1.129046900416597e-08,1706,960,432797,1637760,1
1.1636475203552488e-12,149,440,33816,65560,1
1.0,480,360,27079,172800,0
1.0,270,360,21483,97200,0
1.0,640,480,45027,307200,0
1.0528431175771402e-06,2406,440,495671,1058640,1
1.0,160,160,13767,25600,0
1.0,160,160,16107,25600,0
1.0,533,360,24738,191880,0
2.5143404719374374e-11,358,598,44697,214084,1
1.0,640,480,82503,307200,0
1.0,270,360,23109,97200,0
4.2210764607762945e-15,362,641,49071,232042,1
1.1486391713333433e-06,640,640,55847,409600,1
1.0,1200,360,125172,432000,0
8.816007646128554e-11,472,630,121911,297360,1
2.6812370990114687e-08,784,512,141651,401408,1
4.236777215952531e-13,690,690,253845,476100,1
1.7985515444554814e-17,600,600,146518,360000,1
6.723685497256326e-10,600,800,122740,480000,1
1.2772743528133765e-22,540,720,115036,388800,1
5.301022909520725e-08,10000,474,752279,4740000,1
0.9999998807907104,800,450,68504,360000,0
1.0,960,540,70849,518400,0
2.4749473304108704e-12,347,602,73640,208894,1
2.2416856121609515e-15,353,440,50994,155320,1
1.0,480,360,22443,172800,0
7.658959921090559e-17,1500,1500,1185544,2250000,1
4.137391540481872e-10,560,674,135645,377440,1
2.200455112165601e-18,3344,5016,966878,16773504,1
1.0,1136,640,52116,727040,0
1.4432957051724316e-09,853,480,48681,409440,1
0.9993222951889038,5678,480,889187,2725440,0
3.1359115989502886e-18,1064,750,442619,798000,1
4.680617493590944e-08,320,480,27142,153600,1
1.8024894869206222e-22,960,1440,311317,1382400,1
1.0,200,200,17169,40000,0
5.72829412703868e-05,640,368,23473,235520,1
1.3643865592882776e-08,484,440,40976,212960,1
0.9947882890701294,270,675,49442,182250,0
3.070588784085458e-20,622,900,220195,559800,1
1.378120621092771e-11,500,500,35015,250000,1
2.855192124395778e-11,597,950,164129,567150,1
1.0,180,180,4584,32400,0
0.9999374151229858,844,480,14372,405120,0
1.0,160,160,12088,25600,0
1.6785038663884658e-14,1200,750,242263,900000,1
3.3717594050131083e-08,352,440,52720,154880,1
1.8224237765575302e-13,605,304,53876,183920,1
4.959996637272118e-17,1707,960,487650,1638720,1
1.0,160,160,12893,25600,0
6.69571163598448e-05,120,120,4432,14400,1
2.665693682502024e-05,286,536,16118,153296,1
2.44073526118882e-05,400,600,28448,240000,1
1.8369991039435263e-07,465,440,28561,204600,1
1.0,585,360,17406,210600,0
1.2016520150616699e-14,1080,1440,331650,1555200,1
0.999997615814209,410,547,45091,224270,0
1.0,200,200,17302,40000,0
1.6495667679028436e-12,852,640,170722,545280,1
1.2780867943845697e-13,3680,640,802358,2355200,1
5.122974960913851e-12,476,440,85213,209440,1
3.323970787505459e-08,318,500,21936,159000,1
7.1330030770866415e-09,2812,440,504387,1237280,1
1.0,320,690,69910,220800,0
5.890783195440508e-13,585,238,33784,139230,1
1.0,270,360,19031,97200,0
2.2840421820546908e-07,1280,719,246131,920320,1
8.139846015644582e-15,484,524,116286,253616,1
6.0051382269610265e-12,1334,750,446913,1000500,1
1.8627511824653145e-16,855,677,112214,578835,1
1.897584638754779e-06,440,440,154294,193600,1
7.992733230821614e-08,282,500,40966,141000,1
6.451402327911637e-07,587,440,74334,258280,1
2.4228317130337018e-08,1280,720,144110,921600,1
1.0,498,360,32694,179280,0
4.541197713009426e-12,750,1000,212334,750000,1
1.0,517,690,68450,356730,0
3.962746764335902e-16,843,640,82743,539520,1
0.9999992847442627,249,445,23671,110805,0
7.160443349363277e-09,858,991,146601,850278,1
1.0,783,690,140955,540270,0
1.330192319420076e-16,1080,1440,220668,1555200,1
9.553336894896347e-07,699,440,104689,307560,1
1.0,800,451,44578,360800,0
7.835950777135281e-10,720,1280,129487,921600,1
1.1259139923356872e-15,1280,960,340636,1228800,1
1.672089333312754e-12,513,775,49773,397575,1
5.480050901951472e-08,667,500,55200,333500,1
0.9999998807907104,692,550,62571,380600,0
2.1425233111702966e-18,540,720,98762,388800,1
1.0,481,360,19859,173160,0
4.159374178414055e-09,174,628,49866,109272,1
1.5160413795456407e-06,180,180,17861,32400,1
8.261209494264676e-10,450,800,50635,360000,1
2.5397246190550504e-06,339,452,53679,153228,1
7.051921357970059e-08,440,440,24400,193600,1
4.19098424427322e-19,1080,1440,154431,1555200,1
0.9999982118606567,258,320,18656,82560,0
4.9388341808294595e-16,1541,960,307891,1479360,1
2.3713890226484402e-11,960,1280,448518,1228800,1
0.9999996423721313,854,640,44509,546560,0
2.633908174030919e-13,668,1114,122816,744152,1
0.9999997615814209,1227,690,70466,846630,0
1.956343087528012e-09,369,553,100348,204057,1
7.577933280877858e-10,300,400,30170,120000,1
0.9999998807907104,360,360,16749,129600,0
2.9453436217741213e-14,629,492,138749,309468,1
1.0,215,220,17327,47300,0
1.2387394576762745e-07,345,440,20715,151800,1
1.0,408,720,31368,293760,0
1.0,1199,360,86838,431640,0
1.0,180,180,6083,32400,0
8.272064457026662e-12,396,493,32357,195228,1
0.9999977350234985,1200,360,102517,432000,0
2.4196135200327262e-05,743,600,71602,445800,1
1.2973976423029309e-23,1536,2048,1102563,3145728,1
6.017441478434193e-07,293,440,82915,128920,1
1.4629068084952984e-13,574,360,59543,206640,1
0.9999998807907104,800,533,86662,426400,0
1.0,960,541,91129,519360,0
4.34427606292184e-18,1280,960,447266,1228800,1
3.3691011092074064e-10,633,639,125085,404487,1
2.6456861874912807e-12,1280,960,423711,1228800,1
0.999996542930603,500,500,55797,250000,0
0.9999997615814209,782,440,71858,344080,0
1.0,1136,640,87419,727040,0
1.0,360,360,19604,129600,0
1.2315041431065765e-06,300,300,8105,90000,1
1.7058433741112822e-06,75,100,3501,7500,1
0.00020460246014408767,375,439,85914,164625,1
1.0,782,440,95829,344080,0
1.0,639,360,31634,230040,0
1.7975579681909072e-16,1528,1034,521885,1579952,1
3.283081029259449e-10,750,1000,242690,750000,1
1.1414342034980074e-16,518,690,100315,357420,1
1.0,480,360,26052,172800,0
9.706513072688452e-14,845,774,166046,654030,1
1.0,640,458,58226,293120,0
1.0,270,360,24006,97200,0
1.1401907613617368e-06,486,437,31399,212382,1
3.8921130207647536e-10,2372,3134,3026756,7433848,1
7.407408464388254e-09,360,641,41917,230760,1
6.78416811596796e-17,1820,1024,228327,1863680,1
0.9999994039535522,517,690,144203,356730,0
5.703772215071118e-21,3024,4032,4803503,12192768,1
5.961608160257037e-13,600,600,63526,360000,1
1.0,800,449,61950,359200,0
1.0226001023738718e-07,560,412,68183,230720,1
0.9999998807907104,230,440,22796,101200,0
0.9999998807907104,960,540,136296,518400,0
2.543882901896951e-25,960,1280,420540,1228800,1
8.661579187219104e-08,360,639,34373,230040,1
1.6666151152287118e-13,746,666,97680,496836,1
1.0,545,410,40169,223450,0
1.0,360,360,16463,129600,0
0.9992974996566772,920,690,125172,634800,0
1.0002207086498127e-16,960,1280,209641,1228800,1
2.906062036345247e-06,320,400,23328,128000,1
1.80785426776367e-14,600,600,80010,360000,1
0.9999991655349731,1136,640,45014,727040,0
1.2767748103215126e-07,300,300,8561,90000,1
5.3489621620883554e-08,928,571,85613,529888,1
9.135606023801027e-18,1080,1440,414901,1555200,1
1.56612181001492e-08,429,690,137527,296010,1
1.0,1200,360,107419,432000,0
1.0,920,690,96117,634800,0
1.1124743677367412e-22,720,1080,174132,777600,1
1.799555491288629e-07,439,329,30642,144431,1
0.000441715179476887,665,528,195734,351120,1
7.608702730366179e-12,670,1046,115076,700820,1
1.0,226,400,16169,90400,0
5.615759370714863e-18,480,853,33367,409440,1
1.5336472358740139e-07,300,448,32353,134400,1
0.9999997615814209,1228,690,67215,847320,0
4.366738221017741e-11,960,1280,349373,1228800,1
7.457530841747939e-07,300,199,9090,59700,1
1.0179022069678467e-08,379,650,105731,246350,1
0.9999986886978149,920,690,69602,634800,0
1.0,1227,690,243212,846630,0
1.737951060931664e-05,315,560,74044,176400,1
3.409974524970494e-09,960,1280,376149,1228800,1
0.3693004846572876,120,120,5640,14400,0
8.5808079391958e-12,1920,1080,123657,2073600,1
6.842234209735712e-16,600,600,227002,360000,1
2.0916054666031414e-08,140,200,23139,28000,1
1.0,180,180,14356,32400,0
2.668913267472872e-13,385,589,33786,226765,1
8.301443300134936e-13,554,690,116589,382260,1
1.1059870303142816e-05,372,662,42572,246264,1
0.999998927116394,385,585,44782,225225,0
1.1009535195668791e-14,984,1088,173760,1070592,1
1.0,247,543,22710,134121,0
1.4344231358265347e-09,709,591,198714,419019,1
1.0982108777056465e-13,540,960,167306,518400,1
1.0,480,360,29248,172800,0
1.0,1226,690,180775,845940,0
1.0,270,313,16421,84510,0
3.0579856229451252e-06,630,991,76322,624330,1
1.0,351,287,19753,100737,0
0.9999994039535522,1199,360,62868,431640,0
2.798499281198019e-07,500,375,96893,187500,1
0.9999973773956299,496,690,80153,342240,0
6.945873209929232e-09,265,400,33314,106000,1
6.055721245637469e-13,567,850,169137,481950,1
3.4381493605906144e-05,554,416,55584,230464,1
1.5871620684393406e-09,607,440,72799,267080,1
0.9998179078102112,640,640,97370,409600,0
2.5170839804827816e-12,600,600,158694,360000,1
1.0,1226,690,121299,845940,0
2.1800597785337494e-11,973,960,293537,934080,1
1.0,482,360,25874,173520,0
1.0622015670153703e-17,241,495,42927,119295,1
1.0,854,640,67521,546560,0
1.0,639,360,27148,230040,0
3.4448635055639443e-09,389,650,23530,252850,1
0.0002691781846806407,412,500,50643,206000,1
1.0,480,360,33338,172800,0
1.0,160,160,14718,25600,0
1.0,1199,360,132734,431640,0
2.3158196297705423e-15,1218,960,291333,1169280,1
1.0,853,640,45284,545920,0
3.45953367286711e-06,788,600,65326,472800,1
1.6272174718778842e-08,305,542,49462,165310,1
1.9102985788777005e-06,822,575,90807,472650,1
1.022176903120453e-07,480,854,52909,409920,1
1.9816541463324455e-10,352,530,40709,186560,1
1.0,180,320,34772,57600,0
0.02009359747171402,610,452,55903,275720,1
4.4885457655373384e-13,500,500,90258,250000,1
1.035848413266649e-06,403,696,113140,280488,1
1.0,360,360,8083,129600,0
1.5976032955222763e-05,114,114,3546,12996,1
1.0,482,360,21941,173520,0
1.2569571890559792e-17,1363,2048,462933,2791424,1
6.312262712526717e-09,412,599,63179,246788,1
1.3544990684621894e-09,480,640,102346,307200,1
1.0,160,160,14343,25600,0
3.0342636736513384e-10,600,500,168426,300000,1
9.923524402211115e-08,450,800,82484,360000,1
0.9999991655349731,270,360,9743,97200,0
4.10653427707075e-07,330,440,21637,145200,1
0.9994155168533325,180,180,12084,32400,0
1.3206438503627027e-20,603,964,226816,581292,1
1.0,1136,640,103009,727040,0
1.0,640,360,28009,230400,0
2.492543217158527e-06,413,550,48682,227150,1
1.0,640,360,29492,230400,0
2.380643061223914e-15,720,1280,81945,921600,1
7.242494029924273e-05,446,455,111551,202930,1
1.0457449207024183e-05,800,500,85245,400000,1
7.786471467596812e-10,1000,750,156870,750000,1
1.0,360,360,16908,129600,0
6.912738068597102e-13,1278,2048,337808,2617344,1
0.00012565104407258332,1334,750,174929,1000500,1
3.303042467450723e-05,867,650,221896,563550,1
2.7521899562638706e-24,1653,960,213436,1586880,1
3.228094556106953e-07,125,690,44682,86250,1
0.9999982118606567,180,180,12617,32400,0
1.0,639,360,16126,230040,0
1.1986300307853526e-07,480,363,39442,174240,1
2.508735753858904e-11,800,800,148047,640000,1
7.601655680519303e-15,692,440,126479,304480,1
1.0,202,275,784757,55550,0
1.0,360,360,24001,129600,0
1.0,454,690,135714,313260,0
0.9997313618659973,400,360,14418,144000,0
1.0,481,640,49586,307840,0
4.054479056095003e-15,1365,2048,838260,2795520,1
1.8396332498787568e-14,560,996,144886,557760,1
6.3510672415612035e-12,780,640,277056,499200,1
1.0,232,350,19558,81200,0
2.534069244575221e-05,735,605,109431,444675,1
1.0,270,374,22905,100980,0
1.0,270,360,12140,97200,0
1.3304972235061996e-08,1280,853,85992,1091840,1
0.9999971389770508,449,600,28330,269400,0
1.0,401,360,19269,144360,0
2.0964062485973045e-08,533,800,119538,426400,1
1.0,960,540,64933,518400,0
0.9999963045120239,372,490,57322,182280,0
6.18210407310471e-08,960,960,23386,921600,1
6.321156433841679e-07,400,640,53789,256000,1
1.759196834427712e-06,300,600,22022,180000,1
1.0,232,336,48376,77952,0
0.9999982118606567,270,400,36918,108000,0
1.3963959037934439e-19,1440,1080,307472,1555200,1
1.0,417,360,28068,150120,0
1.0,480,360,31154,172800,0
1.0,466,360,23230,167760,0
1.139324634635841e-08,591,591,140393,349281,1
1.306213331941919e-10,626,1000,60343,626000,1
1.0,432,720,37491,311040,0
0.9994009733200073,854,640,84278,546560,0
0.00039260988705791533,423,437,27839,184851,1
1.0,800,451,59498,360800,0
1.0,641,360,33750,230760,0
3.6910069445283966e-10,723,517,61431,373791,1
1.0,477,360,23179,171720,0
1.0,496,360,19167,178560,0
2.7226969123717026e-08,450,503,88452,226350,1
0.9999934434890747,595,360,36180,214200,0
0.00011352347792126238,295,400,26369,118000,1
2.2729456095049727e-09,1281,720,127693,922320,1
6.803498499702711e-18,518,690,114684,357420,1
4.914300433256358e-08,500,500,141514,250000,1
4.25674429038736e-09,1080,1080,493025,1166400,1
8.101159310438047e-14,534,579,39077,309186,1
0.9985789060592651,324,540,24056,174960,0
3.529938476276584e-05,960,1280,245652,1228800,1
8.600052336937836e-10,128,164,9401,20992,1
3.7039064864075044e-06,554,416,65251,230464,1
1.0,640,360,33312,230400,0
3.032831585869644e-08,1230,720,101396,885600,1
7.696900865994394e-05,375,500,30977,187500,1
4.497602290598479e-10,1080,720,134041,777600,1
3.7176171030495198e-09,728,550,78775,400400,1
5.321266973064287e-14,5009,720,665260,3606480,1
1.7225087526576317e-14,600,900,92636,540000,1
3.001720827455756e-08,471,767,257760,361257,1
1.0,480,360,24777,172800,0
8.082546269641902e-14,419,500,30024,209500,1
1.0,533,360,29217,191880,0
1.0,460,690,114984,317400,0
6.362281519019784e-16,518,690,87201,357420,1
1.6719043927082566e-08,811,720,107986,583920,1
1.0,800,449,99649,359200,0
1.0,330,440,25194,145200,0
1.346697473536551e-07,1413,640,298151,904320,1
1.6727896845480927e-10,500,500,48002,250000,1
1.0891319889418192e-14,1226,959,307278,1175734,1
1.0,180,180,9341,32400,0
6.908610350464528e-10,600,600,108014,360000,1
8.616746899337002e-11,2686,480,420331,1289280,1
6.169729727112383e-10,178,315,2527287,56070,1
3.435643696619861e-13,1978,1387,406414,2743486,1
1.0,270,358,10932,96660,0
2.6540536435248896e-10,518,690,87292,357420,1
3.7475675774417683e-13,437,640,60975,279680,1
1.080780498191776e-13,366,561,61315,205326,1
1.3148213895419758e-07,689,500,132077,344500,1
9.034118556883186e-05,960,540,225338,518400,1
1.0,960,540,93475,518400,0
0.9999974966049194,1024,347,58289,355328,0
1.3081943528447937e-08,1280,960,246626,1228800,1
1.4758348697796464e-05,296,440,28337,130240,1
1.0,479,360,25435,172440,0
1.0,639,360,47056,230040,0
1.0,864,640,85400,552960,0
0.0001650956692174077,349,550,24146,191950,1
2.7139560643263394e-07,387,620,93194,239940,1
0.9999899864196777,727,490,85064,356230,0
1.0,1230,690,131232,848700,0
3.317139999126084e-05,432,720,41755,311040,1
2.326560064602745e-07,300,533,31328,159900,1
1.0,270,360,22840,97200,0
1.0,640,360,25245,230400,0
1.0,960,539,101226,517440,0
1.0,477,360,23815,171720,0
1.0,518,690,68274,357420,0
1.0,640,368,39712,235520,0
1.8787606848036376e-07,2132,440,504952,938080,1
1.952583580933087e-11,405,720,39778,291600,1
4.9788875912781805e-05,352,352,48925,123904,1
0.9999988079071045,270,405,15221,109350,0
4.609544299232838e-16,577,500,108659,288500,1
0.9999998807907104,960,540,79795,518400,0
0.9999992847442627,360,360,9990,129600,0
2.4039416535213645e-22,900,1600,202338,1440000,1
1.9177200105691128e-10,438,641,55999,280758,1
1.0,393,360,30149,141480,0
1.9070876078330912e-06,312,500,56093,156000,1
1.0,375,500,48233,187500,0
4.195562230968619e-10,617,638,40003,393646,1
5.368703455133073e-07,768,538,72970,413184,1
1.0,387,690,43320,267030,0
1.1785887821247343e-08,608,1080,136224,656640,1
1.237318845979174e-17,640,979,126821,626560,1
4.478656774153933e-05,300,335,15086,100500,1
9.780095666656052e-08,1265,750,1023812,948750,1
3.615982947097196e-12,518,690,96976,357420,1
2.0344969198921037e-12,600,800,216638,480000,1
1.0,200,200,21337,40000,0
0.9999998807907104,1165,360,66782,419400,0
6.008409325630737e-10,232,339,11338,78648,1
0.9997746348381042,270,304,10930,82080,0
8.281677423838119e-07,882,690,104964,608580,1
4.820856158715969e-09,576,1024,42711,589824,1
3.1487049909628695e-06,1818,690,257920,1254420,1
3.770753511950914e-14,1464,960,281808,1405440,1
2.3559637313957937e-13,352,631,61641,222112,1
1.047898745554221e-08,885,690,142213,610650,1
3.038486888311265e-13,929,540,144789,501660,1
1.3272813248477178e-07,220,367,15402,80740,1
1.0,501,411,71338,205911,0
2.4768633011262864e-07,366,550,25861,201300,1
1.0,360,360,16498,129600,0
1.6494582595941686e-14,960,1707,543244,1638720,1
1.1705873770306852e-10,960,539,55806,517440,1
0.0002858074731193483,440,440,49714,193600,1
5.185452985029571e-18,600,800,243663,480000,1
1.0,270,360,10777,97200,0
0.9999985694885254,960,540,95682,518400,0
7.83349136668221e-08,261,452,55928,117972,1
1.783017296475009e-06,832,669,67671,556608,1
1.2009396255230342e-10,587,405,119425,237735,1
1.0,816,612,179257,499392,0
1.0,422,360,25831,151920,0
1.9776582860231429e-07,920,690,137200,634800,1
0.9999983310699463,2402,550,509875,1321100,0
0.9999974966049194,712,518,52674,368816,0
1.0,481,360,31046,173160,0
0.0007470378186553717,266,400,17517,106400,1
9.76364405991248e-11,460,690,57286,317400,1
2.1911313907948447e-19,512,720,82145,368640,1
6.913783082790283e-16,1456,960,556944,1397760,1
6.78839242596041e-08,1334,750,147638,1000500,1
3.5616475047017815e-12,242,480,1061840,116160,1
2.9829825675536936e-12,689,500,68053,344500,1
